ombra/content/prompt/ja/c0001.mp3	P	やあ、元気？
ombra/content/prompt/ja/c0002.mp3	P	元気だよ、ありがとう。
ombra/content/prompt/ja/c0003.mp3	P	おはようございます、ロッシさん。
ombra/content/prompt/ja/c0004.mp3	P	みなさん、こんばんは。
ombra/content/prompt/ja/c0005.mp3	P	マルコといいます。
ombra/content/prompt/ja/c0006.mp3	P	名前は何ていうの？
ombra/content/prompt/ja/c0007.mp3	P	会えてうれしいよ。
ombra/content/prompt/ja/c0008.mp3	P	どこの出身なの？
ombra/content/prompt/ja/c0009.mp3	P	東京の出身です。
ombra/content/prompt/ja/c0010.mp3	P	ローマに住んでいます。
ombra/content/prompt/ja/c0011.mp3	P	英語は話せる？
ombra/content/prompt/ja/c0012.mp3	P	イタリア語を少し話します。
ombra/content/prompt/ja/c0013.mp3	P	わかりません。
ombra/content/prompt/ja/c0014.mp3	P	もう一度言ってくれる？
ombra/content/prompt/ja/c0015.mp3	P	もっとゆっくり話してください。
ombra/content/prompt/ja/c0016.mp3	P	どうもありがとう。
ombra/content/prompt/ja/c0017.mp3	P	どういたしまして！
ombra/content/prompt/ja/c0018.mp3	P	ごめん、トイレはどこ？
ombra/content/prompt/ja/c0019.mp3	P	これはいくらですか？
ombra/content/prompt/ja/c0020.mp3	P	コーヒーを一杯いただきたいのですが。
ombra/content/prompt/ja/c0021.mp3	P	お会計をお願いします。
ombra/content/prompt/ja/c0022.mp3	P	今何時ですか？
ombra/content/prompt/ja/c0023.mp3	P	3時です。
ombra/content/prompt/ja/c0024.mp3	P	今日は月曜日です。
ombra/content/prompt/ja/c0025.mp3	P	明日は仕事です。
ombra/content/prompt/ja/c0026.mp3	P	お腹が空きました。
ombra/content/prompt/ja/c0027.mp3	P	のどが渇きました。
ombra/content/prompt/ja/c0028.mp3	P	疲れました。
ombra/content/prompt/ja/c0029.mp3	P	いいですよ。
ombra/content/prompt/ja/c0030.mp3	P	それは知りません。
ombra/content/prompt/ja/c0031.mp3	P	もちろん、いいよ。
ombra/content/prompt/ja/c0032.mp3	P	ピザが好きです。
ombra/content/prompt/ja/c0033.mp3	P	魚は好きではありません。
ombra/content/prompt/ja/c0034.mp3	P	姉妹が一人います。
ombra/content/prompt/ja/c0035.mp3	P	こちらは私の兄弟です。
ombra/content/prompt/ja/c0036.mp3	P	うちは大家族です。
ombra/content/prompt/ja/c0037.mp3	P	どこに住んでるの？
ombra/content/prompt/ja/c0038.mp3	P	オフィスで働いています。
ombra/content/prompt/ja/c0039.mp3	P	イタリア語を勉強しています。
ombra/content/prompt/ja/c0040.mp3	P	何歳なの？
ombra/content/prompt/ja/c0041.mp3	P	30歳です。
ombra/content/prompt/ja/c0042.mp3	P	どんな仕事をしてるの？
ombra/content/prompt/ja/c0043.mp3	P	教師です。
ombra/content/prompt/ja/c0044.mp3	P	また明日！
ombra/content/prompt/ja/c0045.mp3	P	また近いうちに！
ombra/content/prompt/ja/c0046.mp3	P	よい一日を！
ombra/content/prompt/ja/c0047.mp3	P	おやすみ、よく眠ってね。
ombra/content/prompt/ja/c0048.mp3	P	さようなら！
ombra/content/prompt/ja/c0049.mp3	P	イタリアへようこそ！
ombra/content/prompt/ja/c0050.mp3	P	頑張って！
ombra/content/prompt/ja/c0051.mp3	P	二人用のテーブルをお願いします。
ombra/content/prompt/ja/c0052.mp3	P	英語のメニューはありますか？
ombra/content/prompt/ja/c0053.mp3	P	おすすめは何ですか？
ombra/content/prompt/ja/c0054.mp3	P	マルゲリータピザにします。
ombra/content/prompt/ja/c0055.mp3	P	私は赤ワインをグラスで。
ombra/content/prompt/ja/c0056.mp3	P	炭酸なしの水をいただきたいのですが。
ombra/content/prompt/ja/c0057.mp3	P	炭酸水をお願いします。
ombra/content/prompt/ja/c0058.mp3	P	今日の日替わりは何ですか？
ombra/content/prompt/ja/c0059.mp3	P	私はベジタリアンです。
ombra/content/prompt/ja/c0060.mp3	P	玉ねぎ抜きでお願いします。
ombra/content/prompt/ja/c0061.mp3	P	魚は新鮮ですか？
ombra/content/prompt/ja/c0062.mp3	P	カフェマキアートをひとつお願いします。
ombra/content/prompt/ja/c0063.mp3	P	パンをもう少しもらえますか？
ombra/content/prompt/ja/c0064.mp3	P	これは美味しい！
ombra/content/prompt/ja/c0065.mp3	P	パスタが塩辛すぎます。
ombra/content/prompt/ja/c0066.mp3	P	チョコレートのジェラートをひとつお願いします。
ombra/content/prompt/ja/c0067.mp3	P	どんな味がありますか？
ombra/content/prompt/ja/c0068.mp3	P	シェアする前菜を頼みましょう。
ombra/content/prompt/ja/c0069.mp3	P	何時に閉まりますか？
ombra/content/prompt/ja/c0070.mp3	P	このテーブルは空いていますか？
ombra/content/prompt/ja/c0071.mp3	P	外に座ってもいいですか？
ombra/content/prompt/ja/c0072.mp3	P	サービス料は含まれていますか？
ombra/content/prompt/ja/c0073.mp3	P	カードで払えますか？
ombra/content/prompt/ja/c0074.mp3	P	現金のみです、すみません。
ombra/content/prompt/ja/c0075.mp3	P	おつりは取っておいてください。
ombra/content/prompt/ja/c0076.mp3	P	全部とても美味しかったです。
ombra/content/prompt/ja/c0077.mp3	P	8時に予約しました。
ombra/content/prompt/ja/c0078.mp3	P	4人です。
ombra/content/prompt/ja/c0079.mp3	P	友達を一人待っています。
ombra/content/prompt/ja/c0080.mp3	P	デザートは後にします。
ombra/content/prompt/ja/c0081.mp3	P	すみません、店員さん！
ombra/content/prompt/ja/c0082.mp3	P	フォークが一本足りません。
ombra/content/prompt/ja/c0083.mp3	P	お会計を持ってきてもらえますか？
ombra/content/prompt/ja/c0084.mp3	P	割り勘にしましょう。
ombra/content/prompt/ja/c0085.mp3	P	私がおごります。
ombra/content/prompt/ja/c0086.mp3	P	私のを味見する？
ombra/content/prompt/ja/c0087.mp3	P	お酒は飲みません。
ombra/content/prompt/ja/c0088.mp3	P	小さいビールをひとつお願いします。
ombra/content/prompt/ja/c0089.mp3	P	カプチーノは私のです。
ombra/content/prompt/ja/c0090.mp3	P	バールで朝食をとります。
ombra/content/prompt/ja/c0091.mp3	P	コルネットとジュースをお願いします。
ombra/content/prompt/ja/c0092.mp3	P	砂糖が多すぎます。
ombra/content/prompt/ja/c0093.mp3	P	コーヒーより紅茶が好きです。
ombra/content/prompt/ja/c0094.mp3	P	君は何にする？
ombra/content/prompt/ja/c0095.mp3	P	もう少し待ってください。
ombra/content/prompt/ja/c0096.mp3	P	注文する準備ができました。
ombra/content/prompt/ja/c0097.mp3	P	今日のスープはどうですか？
ombra/content/prompt/ja/c0098.mp3	P	私はデザートはいりません、ありがとう。
ombra/content/prompt/ja/c0099.mp3	P	ここは初めてでした。
ombra/content/prompt/ja/c0100.mp3	P	また近いうちに来ましょう！
ombra/content/prompt/ja/c0101.mp3	P	駅はどこですか？
ombra/content/prompt/ja/c0102.mp3	P	ここから遠いですか？
ombra/content/prompt/ja/c0103.mp3	P	地図で見せてくれる？
ombra/content/prompt/ja/c0104.mp3	P	信号を右に曲がってください。
