ombra/content/it/audio/corso1/001.mp3	F	Ciao, come stai?
ombra/content/it/audio/corso1/002.mp3	M	Sto bene, grazie.
ombra/content/it/audio/corso1/003.mp3	F	Buongiorno, signora Rossi.
ombra/content/it/audio/corso1/004.mp3	M	Buonasera a tutti.
ombra/content/it/audio/corso1/005.mp3	F	Mi chiamo Marco.
ombra/content/it/audio/corso1/006.mp3	M	Come ti chiami?
ombra/content/it/audio/corso1/007.mp3	F	Piacere di conoscerti.
ombra/content/it/audio/corso1/008.mp3	M	Di dove sei?
ombra/content/it/audio/corso1/009.mp3	F	Sono di Tokyo.
ombra/content/it/audio/corso1/010.mp3	M	Abito a Roma.
ombra/content/it/audio/corso1/011.mp3	F	Parli inglese?
ombra/content/it/audio/corso1/012.mp3	M	Parlo un po' di italiano.
ombra/content/it/audio/corso1/013.mp3	F	Non capisco.
ombra/content/it/audio/corso1/014.mp3	M	Puoi ripetere, per favore?
ombra/content/it/audio/corso1/015.mp3	F	Parla più lentamente, per favore.
ombra/content/it/audio/corso1/016.mp3	M	Grazie mille.
ombra/content/it/audio/corso1/017.mp3	F	Prego!
ombra/content/it/audio/corso1/018.mp3	M	Scusa, dov'è il bagno?
ombra/content/it/audio/corso1/019.mp3	F	Quanto costa questo?
ombra/content/it/audio/corso1/020.mp3	M	Vorrei un caffè, per favore.
ombra/content/it/audio/corso1/021.mp3	F	Il conto, per favore.
ombra/content/it/audio/corso1/022.mp3	M	Che ore sono?
ombra/content/it/audio/corso1/023.mp3	F	Sono le tre.
ombra/content/it/audio/corso1/024.mp3	M	Oggi è lunedì.
ombra/content/it/audio/corso1/025.mp3	F	Domani lavoro.
ombra/content/it/audio/corso1/026.mp3	M	Ho fame.
ombra/content/it/audio/corso1/027.mp3	F	Ho sete.
ombra/content/it/audio/corso1/028.mp3	M	Sono stanco.
ombra/content/it/audio/corso1/029.mp3	F	Va bene.
ombra/content/it/audio/corso1/030.mp3	M	Non lo so.
ombra/content/it/audio/corso1/031.mp3	F	Certo, perché no?
ombra/content/it/audio/corso1/032.mp3	M	Mi piace la pizza.
ombra/content/it/audio/corso1/033.mp3	F	Non mi piace il pesce.
ombra/content/it/audio/corso1/034.mp3	M	Ho una sorella.
ombra/content/it/audio/corso1/035.mp3	F	Questo è mio fratello.
ombra/content/it/audio/corso1/036.mp3	M	La mia famiglia è grande.
ombra/content/it/audio/corso1/037.mp3	F	Dove abiti?
